Paired_ID	Meta_ID	Sample_type	Sample_type_QC	Experimental_batch	Year	type_year
1985668806-1	X554	Cord blood	Samples	2	15	Cord blood_15
3675168251-1	X555	Cord blood	Samples	2	15	Cord blood_15
3979779977-1	X556	Cord blood	Samples	2	15	Cord blood_15
6976556157-1	X557	Cord blood	Samples	1	15	Cord blood_15
7189581951-1	X558	Cord blood	Samples	2	15	Cord blood_15
3390047365-1	X559	Cord blood	Samples	1	15	Cord blood_15
3075034424-1	X56	Maternal blood	Samples	1	15	Maternal blood_15
4441488908-1	X560	Cord blood	Samples	2	15	Cord blood_15
5355964473-1	X561	Cord blood	Samples	1	15	Cord blood_15
7567210932-1	X562	Cord blood	Samples	1	15	Cord blood_15
500287162-1	X563	Cord blood	Samples	2	15	Cord blood_15
4479407521-1	X564	Cord blood	Samples	1	15	Cord blood_15
4449355287-1	X565	Cord blood	Samples	1	15	Cord blood_15
4975645400-1	X566	Cord blood	Samples	1	15	Cord blood_15
4335829012-1	X567	Cord blood	Samples	1	15	Cord blood_15
592414504-1	X568	Cord blood	Samples	2	15	Cord blood_15
2847366003-1	X569	Cord blood	Samples	2	15	Cord blood_15
7783371469-1	X57	Maternal blood	Samples	1	15	Maternal blood_15
5880514115-1	X570	Cord blood	Samples	1	15	Cord blood_15
1808611574-1	X571	Cord blood	Samples	2	15	Cord blood_15
1075674165-1	X572	Cord blood	Samples	1	15	Cord blood_15
7987840579-1	X573	Cord blood	Samples	2	15	Cord blood_15
6818188259-1	X574	Cord blood	Samples	1	15	Cord blood_15
5231291989-1	X575	Cord blood	Samples	1	15	Cord blood_15
4603381373-1	X576	Cord blood	Samples	1	15	Cord blood_15
2399533974-1	X577	Cord blood	Samples	1	15	Cord blood_15
8761739055-1	X578	Cord blood	Samples	1	15	Cord blood_15
9773405990-1	X579	Cord blood	Samples	2	15	Cord blood_15
1872656118-1	X58	Maternal blood	Samples	2	15	Maternal blood_15
9850665656-1	X580	Cord blood	Samples	1	15	Cord blood_15
6317445764-1	X581	Cord blood	Samples	1	15	Cord blood_15
33765826-1	X582	Cord blood	Samples	2	15	Cord blood_15
7699483096-1	X583	Cord blood	Samples	2	15	Cord blood_15
2424828169-1	X584	Cord blood	Samples	1	15	Cord blood_15
8642869479-1	X585	Cord blood	Samples	1	15	Cord blood_15
6489238257-1	X586	Cord blood	Samples	1	15	Cord blood_15
5033379390-1	X587	Cord blood	Samples	2	15	Cord blood_15
3934828836-1	X588	Cord blood	Samples	2	15	Cord blood_15
6871706404-1	X589	Cord blood	Samples	1	15	Cord blood_15
8533899364-1	X59	Maternal blood	Samples	2	15	Maternal blood_15
4337309056-1	X590	Cord blood	Samples	2	15	Cord blood_15
3128541807-1	X591	Cord blood	Samples	2	15	Cord blood_15
9708128608-1	X592	Cord blood	Samples	1	15	Cord blood_15
8631479394-1	X593	Cord blood	Samples	1	15	Cord blood_15
621075704-1	X594	Cord blood	Samples	1	15	Cord blood_15
741202552-1	X595	Cord blood	Samples	2	15	Cord blood_15
3791702079-1	X596	Cord blood	Samples	2	15	Cord blood_15
8090061632-1	X597	Cord blood	Samples	1	15	Cord blood_15
9645178820-1	X598	Cord blood	Samples	2	15	Cord blood_15
4192022450-1	X599	Cord blood	Samples	1	15	Cord blood_15
5709134789-1	X6	Maternal blood	Samples	2	15	Maternal blood_15
7244096648-1	X60	Maternal blood	Samples	2	15	Maternal blood_15
455176187-1	X600	Cord blood	Samples	2	15	Cord blood_15
9801103901-1	X601	Cord blood	Samples	1	15	Cord blood_15
2166129035-1	X602	Cord blood	Samples	2	15	Cord blood_15
2635523971-1	X603	Cord blood	Samples	1	15	Cord blood_15
5257472738-1	X604	Cord blood	Samples	2	15	Cord blood_15
2556940462-1	X605	Cord blood	Samples	1	15	Cord blood_15
5085949425-1	X606	Cord blood	Samples	1	15	Cord blood_15
9158119582-1	X607	Cord blood	Samples	2	15	Cord blood_15
4866625529-1	X608	Cord blood	Samples	2	15	Cord blood_15
4394357709-1	X609	Cord blood	Samples	1	15	Cord blood_15
9552991702-1	X61	Maternal blood	Samples	1	15	Maternal blood_15
1004904974-2	X610	Cord blood	Samples	2	15	Cord blood_15
7346785803-1	X611	Cord blood	Samples	1	15	Cord blood_15
1948312293-1	X612	Cord blood	Samples	2	15	Cord blood_15
9052354935-1	X613	Cord blood	Samples	2	15	Cord blood_15
9313267757-1	X614	Cord blood	Samples	1	15	Cord blood_15
8302143913-1	X615	Cord blood	Samples	2	15	Cord blood_15
2847767142-1	X616	Cord blood	Samples	2	15	Cord blood_15
4640628571-1	X617	Cord blood	Samples	2	15	Cord blood_15
969623919-1	X618	Cord blood	Samples	2	15	Cord blood_15
394852436-1	X619	Cord blood	Samples	1	15	Cord blood_15
420924527-2	X62	Maternal blood	Samples	1	15	Maternal blood_15
2227024176-1	X620	Cord blood	Samples	1	15	Cord blood_15
5182853106-1	X621	Cord blood	Samples	2	15	Cord blood_15
5121423045-1	X622	Cord blood	Samples	2	15	Cord blood_15
4725316350-1	X623	Cord blood	Samples	2	15	Cord blood_15
6482157086-1	X624	Cord blood	Samples	1	15	Cord blood_15
2234131774-1	X625	Cord blood	Samples	1	15	Cord blood_15
4859718915-1	X626	Cord blood	Samples	1	15	Cord blood_15
8870219345-1	X627	Cord blood	Samples	1	15	Cord blood_15
7650492055-1	X628	Cord blood	Samples	1	15	Cord blood_15
1475143032-1	X629	Cord blood	Samples	1	15	Cord blood_15
2307780157-1	X63	Maternal blood	Samples	2	15	Maternal blood_15
5673767782-1	X630	Cord blood	Samples	2	15	Cord blood_15
3948914047-1	X631	Cord blood	Samples	2	15	Cord blood_15
4715744748-1	X632	Cord blood	Samples	2	15	Cord blood_15
7392959234-1	X633	Cord blood	Samples	1	15	Cord blood_15
3372804193-1	X634	Cord blood	Samples	2	15	Cord blood_15
4598070939-1	X635	Cord blood	Samples	2	15	Cord blood_15
6904991332-1	X636	Cord blood	Samples	1	15	Cord blood_15
6373406893-1	X637	Cord blood	Samples	1	15	Cord blood_15
8656527101-1	X638	Cord blood	Samples	2	15	Cord blood_15
7251256800-1	X639	Cord blood	Samples	2	15	Cord blood_15
294550000-1	X64	Maternal blood	Samples	2	15	Maternal blood_15
950477184-1	X640	Cord blood	Samples	2	15	Cord blood_15
4223700530-1	X641	Cord blood	Samples	1	15	Cord blood_15
3697489250-1	X642	Cord blood	Samples	1	15	Cord blood_15
3421286602-1	X643	Cord blood	Samples	2	15	Cord blood_15
109893227-1	X644	Cord blood	Samples	2	15	Cord blood_15
7433874461-1	X645	Cord blood	Samples	2	15	Cord blood_15
252747298-1	X646	Cord blood	Samples	1	15	Cord blood_15
571105205-1	X647	Cord blood	Samples	1	15	Cord blood_15
9839476905-1	X648	Cord blood	Samples	2	15	Cord blood_15
8649128693-1	X649	Cord blood	Samples	2	15	Cord blood_15
418932279-1	X65	Maternal blood	Samples	1	15	Maternal blood_15
514596854-1	X650	Cord blood	Samples	2	15	Cord blood_15
5787708878-1	X651	Cord blood	Samples	2	15	Cord blood_15
3751588437-1	X652	Cord blood	Samples	1	15	Cord blood_15
4560042035-1	X653	Cord blood	Samples	1	15	Cord blood_15
209704032-1	X654	Cord blood	Samples	1	15	Cord blood_15
9757884316-1	X655	Cord blood	Samples	1	15	Cord blood_15
2832728499-1	X656	Cord blood	Samples	1	15	Cord blood_15
9242925466-1	X657	Cord blood	Samples	1	15	Cord blood_15
3022899191-1	X658	Cord blood	Samples	1	15	Cord blood_15
1231077886-1	X659	Cord blood	Samples	1	15	Cord blood_15
5263088981-1	X66	Maternal blood	Samples	1	15	Maternal blood_15
1142124105-1	X660	Cord blood	Samples	2	15	Cord blood_15
5877160120-1	X661	Cord blood	Samples	2	15	Cord blood_15
7061602001-1	X662	Cord blood	Samples	2	15	Cord blood_15
8329896255-1	X663	Cord blood	Samples	1	15	Cord blood_15
8832399011-1	X664	Cord blood	Samples	2	15	Cord blood_15
7473449403-1	X665	Cord blood	Samples	2	15	Cord blood_15
29186313-1	X666	Cord blood	Samples	2	15	Cord blood_15
4257954691-1	X667	Cord blood	Samples	1	15	Cord blood_15
2441677559-1	X668	Cord blood	Samples	2	15	Cord blood_15
3701061575-1	X669	Cord blood	Samples	2	15	Cord blood_15
3609107944-1	X67	Maternal blood	Samples	2	15	Maternal blood_15
2830601545-1	X670	Cord blood	Samples	1	15	Cord blood_15
8734087310-1	X671	Cord blood	Samples	2	15	Cord blood_15
3897926562-1	X672	Cord blood	Samples	1	15	Cord blood_15
6717953726-1	X673	Cord blood	Samples	2	15	Cord blood_15
6568183012-1	X674	Cord blood	Samples	2	15	Cord blood_15
3280765718-2	X675	Cord blood	Samples	2	15	Cord blood_15
5151989816-1	X676	Cord blood	Samples	2	15	Cord blood_15
7830561007-1	X677	Cord blood	Samples	2	15	Cord blood_15
7163504151-1	X678	Cord blood	Samples	2	15	Cord blood_15
4843705415-1	X679	Cord blood	Samples	1	15	Cord blood_15
9242759085-1	X68	Maternal blood	Samples	1	15	Maternal blood_15
5004315197-1	X680	Cord blood	Samples	1	15	Cord blood_15
4314194644-1	X681	Cord blood	Samples	2	15	Cord blood_15
660270820-1	X682	Cord blood	Samples	2	15	Cord blood_15
8652269811-1	X683	Cord blood	Samples	2	15	Cord blood_15
5769004074-1	X684	Cord blood	Samples	2	15	Cord blood_15
1574663171-1	X685	Cord blood	Samples	1	15	Cord blood_15
1949249204-1	X686	Cord blood	Samples	1	15	Cord blood_15
3941380634-1	X687	Cord blood	Samples	2	15	Cord blood_15
7757969614-1	X688	Cord blood	Samples	1	15	Cord blood_15
9921933-1	X689	Cord blood	Samples	1	15	Cord blood_15
4618668772-1	X69	Maternal blood	Samples	1	15	Maternal blood_15
4564262393-1	X690	Cord blood	Samples	2	15	Cord blood_15
7144400117-1	X691	Cord blood	Samples	1	15	Cord blood_15
490745404-1	X692	Cord blood	Samples	2	15	Cord blood_15
7644610017-1	X693	Cord blood	Samples	2	15	Cord blood_15
8459657732-1	X694	Cord blood	Samples	2	15	Cord blood_15
8043676343-1	X695	Cord blood	Samples	2	15	Cord blood_15
8265269439-1	X696	Cord blood	Samples	1	15	Cord blood_15
1190552963-1	X697	Cord blood	Samples	2	15	Cord blood_15
5412358713-1	X698	Cord blood	Samples	2	15	Cord blood_15
2437500447-1	X699	Cord blood	Samples	2	15	Cord blood_15
4372377202-1	X7	Maternal blood	Samples	1	15	Maternal blood_15
944477068-1	X70	Maternal blood	Samples	2	15	Maternal blood_15
4598554957-1	X700	Cord blood	Samples	2	15	Cord blood_15
8458404507-1	X701	Cord blood	Samples	2	15	Cord blood_15
7876247296-1	X702	Cord blood	Samples	1	15	Cord blood_15
5528381814-1	X703	Cord blood	Samples	2	15	Cord blood_15
9727562968-1	X704	Cord blood	Samples	2	15	Cord blood_15
4612432650-1	X705	Cord blood	Samples	2	15	Cord blood_15
9562974241-1	X706	Cord blood	Samples	2	15	Cord blood_15
8613482713-1	X707	Cord blood	Samples	2	15	Cord blood_15
9798387810-1	X708	Cord blood	Samples	2	15	Cord blood_15
1252173735-1	X709	Cord blood	Samples	2	15	Cord blood_15
1115810256-1	X71	Maternal blood	Samples	2	15	Maternal blood_15
4714709392-1	X710	Cord blood	Samples	1	15	Cord blood_15
8735198932-1	X711	Cord blood	Samples	1	15	Cord blood_15
30299718-1	X712	Cord blood	Samples	2	15	Cord blood_15
8035402664-1	X713	Cord blood	Samples	1	15	Cord blood_15
3313499150-1	X714	Cord blood	Samples	1	15	Cord blood_15
4083759628-1	X715	Cord blood	Samples	1	15	Cord blood_15
4176494550-1	X716	Cord blood	Samples	1	15	Cord blood_15
7449336195-1	X717	Cord blood	Samples	1	15	Cord blood_15
629512197-1	X718	Cord blood	Samples	1	15	Cord blood_15
9986181501-1	X719	Cord blood	Samples	2	15	Cord blood_15
6219721607-1	X72	Maternal blood	Samples	1	15	Maternal blood_15
8066112747-1	X720	Cord blood	Samples	1	15	Cord blood_15
1028728704-1	X721	Cord blood	Samples	1	15	Cord blood_15
1717477735-1	X722	Cord blood	Samples	2	15	Cord blood_15
7805859738-1	X723	Cord blood	Samples	1	15	Cord blood_15
370357996-1	X724	Cord blood	Samples	2	15	Cord blood_15
921930773-1	X725	Cord blood	Samples	1	15	Cord blood_15
9427117784-1	X726	Cord blood	Samples	2	15	Cord blood_15
6717422891-1	X727	Cord blood	Samples	2	15	Cord blood_15
1722709379-1	X728	Cord blood	Samples	1	15	Cord blood_15
9243727074-1	X729	Cord blood	Samples	1	15	Cord blood_15
7608484671-1	X73	Maternal blood	Samples	1	15	Maternal blood_15
7613158332-1	X730	Cord blood	Samples	1	15	Cord blood_15
4671269098-1	X731	Cord blood	Samples	1	15	Cord blood_15
7493528056-1	X732	Cord blood	Samples	2	15	Cord blood_15
5108790171-1	X733	Cord blood	Samples	2	15	Cord blood_15
9531628247-1	X734	Cord blood	Samples	2	15	Cord blood_15
3822663828-1	X735	Cord blood	Samples	2	15	Cord blood_15
1729806098-1	X736	Cord blood	Samples	2	15	Cord blood_15
4372377202-1	X737	Cord blood	Samples	1	15	Cord blood_15
663411789-1	X738	Cord blood	Samples	1	15	Cord blood_15
5536546663-1	X739	Cord blood	Samples	2	15	Cord blood_15
9646152430-1	X74	Maternal blood	Samples	2	15	Maternal blood_15
5709134789-1	X740	Cord blood	Samples	1	15	Cord blood_15
5442029785-1	X741	Cord blood	Samples	2	15	Cord blood_15
8266618791-1	X742	Cord blood	Samples	1	15	Cord blood_15
4804914153-1	X743	Cord blood	Samples	2	15	Cord blood_15
3611818907-1	X744	Cord blood	Samples	2	15	Cord blood_15
2788648797-1	X745	Cord blood	Samples	2	15	Cord blood_15
7862643137-1	X746	Cord blood	Samples	1	15	Cord blood_15
1939703925-1	X747	Cord blood	Samples	2	15	Cord blood_15
6112841566-1	X748	Cord blood	Samples	2	15	Cord blood_15
623996909-1	X749	Cord blood	Samples	1	15	Cord blood_15
6781199386-1	X75	Maternal blood	Samples	1	15	Maternal blood_15
8317751287-1	X750	Cord blood	Samples	2	15	Cord blood_15
2477145713-1	X751	Cord blood	Samples	2	15	Cord blood_15
2582335934-1	X752	Cord blood	Samples	1	15	Cord blood_15
5467100532-1	X753	Cord blood	Samples	1	15	Cord blood_15
6174572606-1	X754	Cord blood	Samples	2	15	Cord blood_15
1622275687-1	X755	Cord blood	Samples	2	15	Cord blood_15
483254855-1	X756	Cord blood	Samples	2	15	Cord blood_15
1168450476-1	X757	Cord blood	Samples	2	15	Cord blood_15
991860479-1	X758	Cord blood	Samples	2	15	Cord blood_15
4749802083-1	X759	Cord blood	Samples	1	15	Cord blood_15
7551643879-1	X76	Maternal blood	Samples	1	15	Maternal blood_15
4693394575-1	X760	Cord blood	Samples	1	15	Cord blood_15
1872656118-1	X761	Cord blood	Samples	1	15	Cord blood_15
6837018195-1	X762	Cord blood	Samples	2	15	Cord blood_15
1585557126-1	X763	Cord blood	Samples	2	15	Cord blood_15
6937452665-1	X764	Cord blood	Samples	2	15	Cord blood_15
3065985391-1	X765	Cord blood	Samples	1	15	Cord blood_15
5189954347-1	X766	Cord blood	Samples	1	15	Cord blood_15
9761923844-1	X767	Cord blood	Samples	1	15	Cord blood_15
6349666931-1	X768	Cord blood	Samples	1	15	Cord blood_15
5253156076-1	X769	Cord blood	Samples	2	15	Cord blood_15
3949318869-1	X77	Maternal blood	Samples	1	15	Maternal blood_15
9552991702-1	X770	Cord blood	Samples	1	15	Cord blood_15
8780232718-1	X771	Cord blood	Samples	2	15	Cord blood_15
420924527-2	X772	Cord blood	Samples	2	15	Cord blood_15
294550000-1	X773	Cord blood	Samples	2	15	Cord blood_15
